aten_op,input_shapes,calls,self_gpu_time_us,self_gpu_pct,avg_us_per_call
aten::cat,"[[], []]",5373,248566.3,16.54,46.26
aten::addmm,"[[768], [512, 3072], [3072, 768], [], []]",2388,147332.7,9.80,61.70
aten::linear,"[[512, 1, 768], [50257, 768], []]",199,117584.7,7.82,590.88
aten::addmm,"[[3072], [512, 768], [768, 3072], [], []]",2388,92860.8,6.18,38.89
aten::addmm,"[[2304], [512, 768], [768, 2304], [], []]",2388,71451.4,4.75,29.92
aten::mul,"[[512, 1, 3072], []]",7164,51627.7,3.44,7.21
aten::addmm,"[[768], [512, 768], [768, 768], [], []]",2388,51448.6,3.42,21.54
aten::native_layer_norm,"[[512, 1, 768], [], [768], [768], []]",4975,41721.6,2.78,8.39
aten::add,"[[512, 1, 3072], [512, 1, 3072], []]",2388,34853.2,2.32,14.60
aten::mul,"[[512, 1, 3072], [512, 1, 3072]]",2388,34811.5,2.32,14.58
aten::add,"[[512, 1, 768], [512, 1, 768], []]",4975,30582.1,2.04,6.15
aten::where,"[[50257], [], [512, 50257]]",796,27571.3,1.83,34.64
aten::clone,"[[512, 50257], []]",398,19180.0,1.28,48.19
aten::add,"[[512, 1, 3072], [], []]",2388,19170.0,1.28,8.03
aten::pow,"[[512, 1, 3072], []]",2388,18034.8,1.20,7.55
aten::tanh,"[[512, 1, 3072]]",2388,16037.1,1.07,6.72
aten::_to_copy,"[[512, 50257], [], [], [], [], [], []]",199,12231.4,0.81,61.46
aten::argmax,"[[512, 50257], [], []]",199,8240.4,0.55,41.41
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 205, 64], [512, 12, 205, 64], [], [], [], [], []]",12,3934.0,0.26,327.84
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 206, 64], [512, 12, 206, 64], [], [], [], [], []]",12,3909.1,0.26,325.76
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 207, 64], [512, 12, 207, 64], [], [], [], [], []]",12,3904.5,0.26,325.38
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 204, 64], [512, 12, 204, 64], [], [], [], [], []]",12,3888.7,0.26,324.06
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 201, 64], [512, 12, 201, 64], [], [], [], [], []]",12,3871.6,0.26,322.63
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 202, 64], [512, 12, 202, 64], [], [], [], [], []]",12,3869.7,0.26,322.48
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 203, 64], [512, 12, 203, 64], [], [], [], [], []]",12,3868.3,0.26,322.36
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 199, 64], [512, 12, 199, 64], [], [], [], [], []]",12,3823.7,0.25,318.64
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 198, 64], [512, 12, 198, 64], [], [], [], [], []]",12,3806.7,0.25,317.23
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 200, 64], [512, 12, 200, 64], [], [], [], [], []]",12,3804.0,0.25,317.00
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 197, 64], [512, 12, 197, 64], [], [], [], [], []]",12,3803.8,0.25,316.99
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 196, 64], [512, 12, 196, 64], [], [], [], [], []]",12,3759.0,0.25,313.25
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 195, 64], [512, 12, 195, 64], [], [], [], [], []]",12,3756.3,0.25,313.03
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 194, 64], [512, 12, 194, 64], [], [], [], [], []]",12,3745.5,0.25,312.13
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 193, 64], [512, 12, 193, 64], [], [], [], [], []]",12,3699.8,0.25,308.32
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 190, 64], [512, 12, 190, 64], [], [], [], [], []]",12,3647.3,0.24,303.94
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 189, 64], [512, 12, 189, 64], [], [], [], [], []]",12,3639.0,0.24,303.25
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 191, 64], [512, 12, 191, 64], [], [], [], [], []]",12,3628.8,0.24,302.40
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 192, 64], [512, 12, 192, 64], [], [], [], [], []]",12,3613.9,0.24,301.16
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 187, 64], [512, 12, 187, 64], [], [], [], [], []]",12,3601.5,0.24,300.12
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 186, 64], [512, 12, 186, 64], [], [], [], [], []]",12,3600.6,0.24,300.05
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 188, 64], [512, 12, 188, 64], [], [], [], [], []]",12,3589.8,0.24,299.15
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 185, 64], [512, 12, 185, 64], [], [], [], [], []]",12,3581.5,0.24,298.46
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 183, 64], [512, 12, 183, 64], [], [], [], [], []]",12,3544.7,0.24,295.39
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 184, 64], [512, 12, 184, 64], [], [], [], [], []]",12,3513.0,0.23,292.75
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 182, 64], [512, 12, 182, 64], [], [], [], [], []]",12,3493.4,0.23,291.11
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 181, 64], [512, 12, 181, 64], [], [], [], [], []]",12,3477.6,0.23,289.80
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 180, 64], [512, 12, 180, 64], [], [], [], [], []]",12,3434.4,0.23,286.20
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 179, 64], [512, 12, 179, 64], [], [], [], [], []]",12,3411.2,0.23,284.27
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 178, 64], [512, 12, 178, 64], [], [], [], [], []]",12,3365.4,0.22,280.45
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 177, 64], [512, 12, 177, 64], [], [], [], [], []]",12,3315.1,0.22,276.26
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 176, 64], [512, 12, 176, 64], [], [], [], [], []]",12,3230.5,0.21,269.21
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 175, 64], [512, 12, 175, 64], [], [], [], [], []]",12,3206.1,0.21,267.18
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 174, 64], [512, 12, 174, 64], [], [], [], [], []]",12,3168.0,0.21,264.00
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 172, 64], [512, 12, 172, 64], [], [], [], [], []]",12,3136.4,0.21,261.37
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 173, 64], [512, 12, 173, 64], [], [], [], [], []]",12,3116.4,0.21,259.70
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 170, 64], [512, 12, 170, 64], [], [], [], [], []]",12,3059.5,0.20,254.96
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 171, 64], [512, 12, 171, 64], [], [], [], [], []]",12,3041.5,0.20,253.46
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 169, 64], [512, 12, 169, 64], [], [], [], [], []]",12,2980.0,0.20,248.33
aten::arange,"[[], [], [], [], []]",597,2957.4,0.20,4.95
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 168, 64], [512, 12, 168, 64], [], [], [], [], []]",12,2931.3,0.20,244.27
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 167, 64], [512, 12, 167, 64], [], [], [], [], []]",12,2899.9,0.19,241.66
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 165, 64], [512, 12, 165, 64], [], [], [], [], []]",12,2869.8,0.19,239.15
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 166, 64], [512, 12, 166, 64], [], [], [], [], []]",12,2861.6,0.19,238.47
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 164, 64], [512, 12, 164, 64], [], [], [], [], []]",12,2789.8,0.19,232.48
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 163, 64], [512, 12, 163, 64], [], [], [], [], []]",12,2789.4,0.19,232.45
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 161, 64], [512, 12, 161, 64], [], [], [], [], []]",12,2758.7,0.18,229.90
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 162, 64], [512, 12, 162, 64], [], [], [], [], []]",12,2744.7,0.18,228.73
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 160, 64], [512, 12, 160, 64], [], [], [], [], []]",12,2718.0,0.18,226.50
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 158, 64], [512, 12, 158, 64], [], [], [], [], []]",12,2696.1,0.18,224.68
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 157, 64], [512, 12, 157, 64], [], [], [], [], []]",12,2688.0,0.18,224.00
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 159, 64], [512, 12, 159, 64], [], [], [], [], []]",12,2674.8,0.18,222.90
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 155, 64], [512, 12, 155, 64], [], [], [], [], []]",12,2641.4,0.18,220.11
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 156, 64], [512, 12, 156, 64], [], [], [], [], []]",12,2639.5,0.18,219.96
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 153, 64], [512, 12, 153, 64], [], [], [], [], []]",12,2629.5,0.17,219.12
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 154, 64], [512, 12, 154, 64], [], [], [], [], []]",12,2626.7,0.17,218.89
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 152, 64], [512, 12, 152, 64], [], [], [], [], []]",12,2607.9,0.17,217.33
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 151, 64], [512, 12, 151, 64], [], [], [], [], []]",12,2587.1,0.17,215.59
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 150, 64], [512, 12, 150, 64], [], [], [], [], []]",12,2574.5,0.17,214.54
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 149, 64], [512, 12, 149, 64], [], [], [], [], []]",12,2563.0,0.17,213.58
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 129, 64], [512, 12, 129, 64], [], [], [], [], []]",12,2555.3,0.17,212.94
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 148, 64], [512, 12, 148, 64], [], [], [], [], []]",12,2540.4,0.17,211.70
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 147, 64], [512, 12, 147, 64], [], [], [], [], []]",12,2537.8,0.17,211.49
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 146, 64], [512, 12, 146, 64], [], [], [], [], []]",12,2517.7,0.17,209.81
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 145, 64], [512, 12, 145, 64], [], [], [], [], []]",12,2515.4,0.17,209.62
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 144, 64], [512, 12, 144, 64], [], [], [], [], []]",12,2474.0,0.16,206.16
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 143, 64], [512, 12, 143, 64], [], [], [], [], []]",12,2473.5,0.16,206.12
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 127, 64], [512, 12, 127, 64], [], [], [], [], []]",12,2473.3,0.16,206.11
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 142, 64], [512, 12, 142, 64], [], [], [], [], []]",12,2469.9,0.16,205.83
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 141, 64], [512, 12, 141, 64], [], [], [], [], []]",12,2462.8,0.16,205.24
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 139, 64], [512, 12, 139, 64], [], [], [], [], []]",12,2437.9,0.16,203.16
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 137, 64], [512, 12, 137, 64], [], [], [], [], []]",12,2435.1,0.16,202.92
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 138, 64], [512, 12, 138, 64], [], [], [], [], []]",12,2430.6,0.16,202.55
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 140, 64], [512, 12, 140, 64], [], [], [], [], []]",12,2430.3,0.16,202.53
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 136, 64], [512, 12, 136, 64], [], [], [], [], []]",12,2391.1,0.16,199.26
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 134, 64], [512, 12, 134, 64], [], [], [], [], []]",12,2385.0,0.16,198.75
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 135, 64], [512, 12, 135, 64], [], [], [], [], []]",12,2384.1,0.16,198.68
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 133, 64], [512, 12, 133, 64], [], [], [], [], []]",12,2384.1,0.16,198.67
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 132, 64], [512, 12, 132, 64], [], [], [], [], []]",12,2345.1,0.16,195.42
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 131, 64], [512, 12, 131, 64], [], [], [], [], []]",12,2323.6,0.15,193.63
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 130, 64], [512, 12, 130, 64], [], [], [], [], []]",12,2284.6,0.15,190.38
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 128, 64], [512, 12, 128, 64], [], [], [], [], []]",12,2224.8,0.15,185.40
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 125, 64], [512, 12, 125, 64], [], [], [], [], []]",12,2208.7,0.15,184.06
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 126, 64], [512, 12, 126, 64], [], [], [], [], []]",12,2196.2,0.15,183.02
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 124, 64], [512, 12, 124, 64], [], [], [], [], []]",12,2159.0,0.14,179.92
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 121, 64], [512, 12, 121, 64], [], [], [], [], []]",12,2155.8,0.14,179.65
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 123, 64], [512, 12, 123, 64], [], [], [], [], []]",12,2153.4,0.14,179.45
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 122, 64], [512, 12, 122, 64], [], [], [], [], []]",12,2150.4,0.14,179.20
aten::isin,"[[50257], [1], [], []]",398,2140.6,0.14,5.38
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 120, 64], [512, 12, 120, 64], [], [], [], [], []]",12,2108.7,0.14,175.73
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 119, 64], [512, 12, 119, 64], [], [], [], [], []]",12,2104.2,0.14,175.35
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 118, 64], [512, 12, 118, 64], [], [], [], [], []]",12,2092.2,0.14,174.35
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 117, 64], [512, 12, 117, 64], [], [], [], [], []]",12,2082.8,0.14,173.56
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 116, 64], [512, 12, 116, 64], [], [], [], [], []]",12,2056.0,0.14,171.33
aten::eq,"[[], []]",199,2050.7,0.14,10.31
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 115, 64], [512, 12, 115, 64], [], [], [], [], []]",12,2049.4,0.14,170.79
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 113, 64], [512, 12, 113, 64], [], [], [], [], []]",12,2037.8,0.14,169.82
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 114, 64], [512, 12, 114, 64], [], [], [], [], []]",12,2036.5,0.14,169.70
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 111, 64], [512, 12, 111, 64], [], [], [], [], []]",12,1995.1,0.13,166.26
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 112, 64], [512, 12, 112, 64], [], [], [], [], []]",12,1993.8,0.13,166.15
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 110, 64], [512, 12, 110, 64], [], [], [], [], []]",12,1992.2,0.13,166.02
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 109, 64], [512, 12, 109, 64], [], [], [], [], []]",12,1984.4,0.13,165.37
aten::bitwise_or,"[[512], [512]]",398,1974.4,0.13,4.96
aten::scalar_tensor,"[[], [], [], [], []]",398,1952.5,0.13,4.91
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 108, 64], [512, 12, 108, 64], [], [], [], [], []]",12,1946.1,0.13,162.17
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 107, 64], [512, 12, 107, 64], [], [], [], [], []]",12,1945.5,0.13,162.12
aten::sub,"[[], [512], []]",199,1943.1,0.13,9.76
aten::bitwise_and,"[[512], [512]]",199,1939.0,0.13,9.74
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 106, 64], [512, 12, 106, 64], [], [], [], [], []]",12,1934.1,0.13,161.18
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 105, 64], [512, 12, 105, 64], [], [], [], [], []]",12,1931.7,0.13,160.97
aten::full,"[[], [], [], [], [], []]",398,1931.6,0.13,4.85
aten::isin,"[[512], [1], [], []]",199,1917.4,0.13,9.64
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 103, 64], [512, 12, 103, 64], [], [], [], [], []]",12,1893.0,0.13,157.75
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 102, 64], [512, 12, 102, 64], [], [], [], [], []]",12,1885.9,0.13,157.16
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 104, 64], [512, 12, 104, 64], [], [], [], [], []]",12,1884.8,0.13,157.07
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 101, 64], [512, 12, 101, 64], [], [], [], [], []]",12,1873.5,0.12,156.12
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 100, 64], [512, 12, 100, 64], [], [], [], [], []]",12,1841.8,0.12,153.48
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 99, 64], [512, 12, 99, 64], [], [], [], [], []]",12,1837.1,0.12,153.09
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 98, 64], [512, 12, 98, 64], [], [], [], [], []]",12,1823.8,0.12,151.98
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 97, 64], [512, 12, 97, 64], [], [], [], [], []]",12,1815.6,0.12,151.30
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 96, 64], [512, 12, 96, 64], [], [], [], [], []]",12,1782.9,0.12,148.57
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 95, 64], [512, 12, 95, 64], [], [], [], [], []]",12,1772.3,0.12,147.69
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 94, 64], [512, 12, 94, 64], [], [], [], [], []]",12,1771.9,0.12,147.66
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 93, 64], [512, 12, 93, 64], [], [], [], [], []]",12,1769.9,0.12,147.49
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 92, 64], [512, 12, 92, 64], [], [], [], [], []]",12,1739.7,0.12,144.98
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 90, 64], [512, 12, 90, 64], [], [], [], [], []]",12,1729.8,0.12,144.15
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 91, 64], [512, 12, 91, 64], [], [], [], [], []]",12,1728.0,0.11,144.00
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 89, 64], [512, 12, 89, 64], [], [], [], [], []]",12,1721.3,0.11,143.45
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 88, 64], [512, 12, 88, 64], [], [], [], [], []]",12,1690.4,0.11,140.86
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 87, 64], [512, 12, 87, 64], [], [], [], [], []]",12,1608.2,0.11,134.01
aten::_local_scalar_dense,[[]],401,1598.2,0.11,3.99
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 86, 64], [512, 12, 86, 64], [], [], [], [], []]",12,1536.4,0.10,128.03
aten::clone,"[[512, 1], []]",398,1530.3,0.10,3.84
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 85, 64], [512, 12, 85, 64], [], [], [], [], []]",12,1503.2,0.10,125.26
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 84, 64], [512, 12, 84, 64], [], [], [], [], []]",12,1440.0,0.10,120.00
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 83, 64], [512, 12, 83, 64], [], [], [], [], []]",12,1438.1,0.10,119.84
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 82, 64], [512, 12, 82, 64], [], [], [], [], []]",12,1436.4,0.10,119.70
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 81, 64], [512, 12, 81, 64], [], [], [], [], []]",12,1429.7,0.10,119.14
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 80, 64], [512, 12, 80, 64], [], [], [], [], []]",12,1406.8,0.09,117.24
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 79, 64], [512, 12, 79, 64], [], [], [], [], []]",12,1404.4,0.09,117.03
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 78, 64], [512, 12, 78, 64], [], [], [], [], []]",12,1401.2,0.09,116.76
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 77, 64], [512, 12, 77, 64], [], [], [], [], []]",12,1400.6,0.09,116.71
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 76, 64], [512, 12, 76, 64], [], [], [], [], []]",12,1376.3,0.09,114.69
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 75, 64], [512, 12, 75, 64], [], [], [], [], []]",12,1375.0,0.09,114.58
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 73, 64], [512, 12, 73, 64], [], [], [], [], []]",12,1367.4,0.09,113.95
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 74, 64], [512, 12, 74, 64], [], [], [], [], []]",12,1366.3,0.09,113.86
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 72, 64], [512, 12, 72, 64], [], [], [], [], []]",12,1341.6,0.09,111.80
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 71, 64], [512, 12, 71, 64], [], [], [], [], []]",12,1334.7,0.09,111.23
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 70, 64], [512, 12, 70, 64], [], [], [], [], []]",12,1331.3,0.09,110.94
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 69, 64], [512, 12, 69, 64], [], [], [], [], []]",12,1330.4,0.09,110.86
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 68, 64], [512, 12, 68, 64], [], [], [], [], []]",12,1305.4,0.09,108.78
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 67, 64], [512, 12, 67, 64], [], [], [], [], []]",12,1299.0,0.09,108.25
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 66, 64], [512, 12, 66, 64], [], [], [], [], []]",12,1291.5,0.09,107.62
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 65, 64], [512, 12, 65, 64], [], [], [], [], []]",12,1283.9,0.09,106.99
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 62, 64], [512, 12, 62, 64], [], [], [], [], []]",12,1256.5,0.08,104.71
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 63, 64], [512, 12, 63, 64], [], [], [], [], []]",12,1254.5,0.08,104.54
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 64, 64], [512, 12, 64, 64], [], [], [], [], []]",12,1247.1,0.08,103.92
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 61, 64], [512, 12, 61, 64], [], [], [], [], []]",12,1243.5,0.08,103.62
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 60, 64], [512, 12, 60, 64], [], [], [], [], []]",12,1220.9,0.08,101.74
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 59, 64], [512, 12, 59, 64], [], [], [], [], []]",12,1216.6,0.08,101.38
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 58, 64], [512, 12, 58, 64], [], [], [], [], []]",12,1211.6,0.08,100.97
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 57, 64], [512, 12, 57, 64], [], [], [], [], []]",12,1207.2,0.08,100.60
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 56, 64], [512, 12, 56, 64], [], [], [], [], []]",12,1185.2,0.08,98.77
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 55, 64], [512, 12, 55, 64], [], [], [], [], []]",12,1175.3,0.08,97.94
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 54, 64], [512, 12, 54, 64], [], [], [], [], []]",12,1174.7,0.08,97.89
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 53, 64], [512, 12, 53, 64], [], [], [], [], []]",12,1172.4,0.08,97.70
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 52, 64], [512, 12, 52, 64], [], [], [], [], []]",12,1154.0,0.08,96.16
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 51, 64], [512, 12, 51, 64], [], [], [], [], []]",12,1141.3,0.08,95.11
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 50, 64], [512, 12, 50, 64], [], [], [], [], []]",12,1136.4,0.08,94.70
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 49, 64], [512, 12, 49, 64], [], [], [], [], []]",12,1134.7,0.08,94.56
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 48, 64], [512, 12, 48, 64], [], [], [], [], []]",12,1109.5,0.07,92.46
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 47, 64], [512, 12, 47, 64], [], [], [], [], []]",12,1108.1,0.07,92.34
aten::scaled_dot_product_attention,"[[512, 12, 1, 64], [512, 12, 46, 64], [512, 12, 46, 64], [], [], [], [], []]",12,1106.5,0.07,92.21
