aten_op,input_shapes,calls,self_gpu_time_us,self_gpu_pct,avg_us_per_call
aten::_to_copy,"[[512, 197], [], [], [], [], [], []]",1,3.3,0.00,3.29
aten::_to_copy,"[[512, 111], [], [], [], [], [], []]",1,3.3,0.00,3.29
aten::sub,"[[512, 9], [], []]",1,3.3,0.00,3.29
aten::_to_copy,"[[512, 120], [], [], [], [], [], []]",1,3.2,0.00,3.25
aten::_to_copy,"[[512, 156], [], [], [], [], [], []]",1,3.2,0.00,3.25
aten::_to_copy,"[[512, 181], [], [], [], [], [], []]",1,3.2,0.00,3.25
aten::_to_copy,"[[512, 115], [], [], [], [], [], []]",1,3.2,0.00,3.21
aten::_to_copy,"[[512, 187], [], [], [], [], [], []]",1,3.2,0.00,3.21
aten::_to_copy,"[[512, 198], [], [], [], [], [], []]",1,3.2,0.00,3.21
aten::_to_copy,"[[512, 105], [], [], [], [], [], []]",1,3.2,0.00,3.17
aten::_to_copy,"[[512, 121], [], [], [], [], [], []]",1,3.2,0.00,3.17
aten::_to_copy,"[[512, 96], [], [], [], [], [], []]",1,3.2,0.00,3.17
aten::_to_copy,"[[512, 153], [], [], [], [], [], []]",1,3.2,0.00,3.17
aten::_to_copy,"[[512, 203], [], [], [], [], [], []]",1,3.2,0.00,3.17
aten::_to_copy,"[[512, 149], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 132], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 154], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 189], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 193], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 148], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 155], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 162], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 195], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 207], [], [], [], [], [], []]",1,3.1,0.00,3.13
aten::_to_copy,"[[512, 128], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 165], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 166], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 180], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 182], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 188], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 204], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::isin,"[[512, 9], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 169], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 173], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 174], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 205], [], [], [], [], [], []]",1,3.1,0.00,3.09
aten::_to_copy,"[[512, 79], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 101], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 143], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 144], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 163], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 176], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 177], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 186], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 202], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 38], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 66], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 67], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 69], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 81], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 88], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 91], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 95], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 106], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 112], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 159], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 178], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 184], [], [], [], [], [], []]",1,3.0,0.00,3.05
aten::_to_copy,"[[512, 158], [], [], [], [], [], []]",1,3.0,0.00,3.04
aten::_to_copy,"[[512, 74], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 124], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 126], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 129], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 137], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 141], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 152], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 160], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 172], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 194], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 206], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 75], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 98], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 100], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 102], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 118], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 140], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 164], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 185], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 199], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 62], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 85], [], [], [], [], [], []]",1,3.0,0.00,3.01
aten::_to_copy,"[[512, 161], [], [], [], [], [], []]",1,3.0,0.00,3.00
aten::_to_copy,"[[512, 201], [], [], [], [], [], []]",1,3.0,0.00,3.00
aten::_to_copy,"[[512, 53], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 64], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 78], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 89], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 90], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 123], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 131], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 134], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 138], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 145], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 146], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 151], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 157], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 179], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 190], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 191], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 23], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 167], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 15], [], [], [], [], [], []]",1,3.0,0.00,2.97
aten::_to_copy,"[[512, 110], [], [], [], [], [], []]",1,3.0,0.00,2.96
aten::_to_copy,"[[512, 12], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 34], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 39], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 65], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 77], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 80], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 94], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 103], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 104], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 135], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 192], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 196], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 200], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 82], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 84], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 99], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 114], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 116], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 142], [], [], [], [], [], []]",1,2.9,0.00,2.93
aten::_to_copy,"[[512, 97], [], [], [], [], [], []]",1,2.9,0.00,2.92
aten::_to_copy,"[[512, 122], [], [], [], [], [], []]",1,2.9,0.00,2.92
aten::_to_copy,"[[512, 46], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 117], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 130], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 133], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 147], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 150], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 170], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 51], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 63], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 83], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 183], [], [], [], [], [], []]",1,2.9,0.00,2.89
aten::_to_copy,"[[512, 40], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 68], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 108], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 19], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 29], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 61], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 60], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 18], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 20], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 27], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 30], [], [], [], [], [], []]",1,2.8,0.00,2.85
aten::_to_copy,"[[512, 44], [], [], [], [], [], []]",1,2.8,0.00,2.84
aten::_to_copy,"[[512, 71], [], [], [], [], [], []]",1,2.8,0.00,2.84
aten::_to_copy,"[[512, 92], [], [], [], [], [], []]",1,2.8,0.00,2.84
aten::_to_copy,"[[512, 136], [], [], [], [], [], []]",1,2.8,0.00,2.84
aten::_to_copy,"[[512, 139], [], [], [], [], [], []]",1,2.8,0.00,2.84
aten::_to_copy,"[[512, 86], [], [], [], [], [], []]",1,2.8,0.00,2.81
aten::_to_copy,"[[512, 45], [], [], [], [], [], []]",1,2.8,0.00,2.81
aten::_to_copy,"[[512, 49], [], [], [], [], [], []]",1,2.8,0.00,2.81
aten::_to_copy,"[[512, 14], [], [], [], [], [], []]",1,2.8,0.00,2.81
aten::_to_copy,"[[512, 56], [], [], [], [], [], []]",1,2.8,0.00,2.81
aten::_to_copy,"[[512, 73], [], [], [], [], [], []]",1,2.8,0.00,2.81
aten::_to_copy,"[[512, 119], [], [], [], [], [], []]",1,2.8,0.00,2.81
aten::_to_copy,"[[512, 35], [], [], [], [], [], []]",1,2.8,0.00,2.80
aten::_to_copy,"[[512, 52], [], [], [], [], [], []]",1,2.8,0.00,2.80
aten::_to_copy,"[[512, 87], [], [], [], [], [], []]",1,2.8,0.00,2.80
aten::_to_copy,"[[512, 107], [], [], [], [], [], []]",1,2.8,0.00,2.80
aten::_to_copy,"[[512, 168], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 36], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 55], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 57], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 93], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 31], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 50], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 72], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 109], [], [], [], [], [], []]",1,2.8,0.00,2.77
aten::_to_copy,"[[512, 17], [], [], [], [], [], []]",1,2.8,0.00,2.76
aten::_to_copy,"[[512, 21], [], [], [], [], [], []]",1,2.8,0.00,2.76
aten::_to_copy,"[[512, 28], [], [], [], [], [], []]",1,2.8,0.00,2.76
aten::_to_copy,"[[512, 125], [], [], [], [], [], []]",1,2.8,0.00,2.76
aten::_to_copy,"[[512, 76], [], [], [], [], [], []]",1,2.7,0.00,2.73
aten::_to_copy,"[[512, 43], [], [], [], [], [], []]",1,2.7,0.00,2.73
aten::_to_copy,"[[512, 37], [], [], [], [], [], []]",1,2.7,0.00,2.73
aten::_to_copy,"[[512, 22], [], [], [], [], [], []]",1,2.7,0.00,2.73
aten::_to_copy,"[[512, 24], [], [], [], [], [], []]",1,2.7,0.00,2.73
aten::_to_copy,"[[512, 32], [], [], [], [], [], []]",1,2.7,0.00,2.73
aten::_to_copy,"[[512, 33], [], [], [], [], [], []]",1,2.7,0.00,2.73
aten::_to_copy,"[[512, 41], [], [], [], [], [], []]",1,2.7,0.00,2.72
aten::_to_copy,"[[512, 42], [], [], [], [], [], []]",1,2.7,0.00,2.72
aten::_to_copy,"[[512, 54], [], [], [], [], [], []]",1,2.7,0.00,2.72
aten::_to_copy,"[[512, 59], [], [], [], [], [], []]",1,2.7,0.00,2.72
aten::_to_copy,"[[512, 70], [], [], [], [], [], []]",1,2.7,0.00,2.72
aten::_to_copy,"[[512, 127], [], [], [], [], [], []]",1,2.7,0.00,2.72
aten::_to_copy,"[[512, 48], [], [], [], [], [], []]",1,2.6,0.00,2.65
aten::_to_copy,"[[512, 13], [], [], [], [], [], []]",1,2.6,0.00,2.65
aten::_to_copy,"[[512, 16], [], [], [], [], [], []]",1,2.6,0.00,2.65
aten::_to_copy,"[[512, 58], [], [], [], [], [], []]",1,2.6,0.00,2.64
aten::_to_copy,"[[512, 26], [], [], [], [], [], []]",1,2.6,0.00,2.61
aten::_to_copy,"[[512, 11], [], [], [], [], [], []]",1,2.6,0.00,2.60
aten::_to_copy,"[[512, 25], [], [], [], [], [], []]",1,2.6,0.00,2.57
aten::_to_copy,"[[512, 47], [], [], [], [], [], []]",1,2.6,0.00,2.57
aten::_to_copy,"[[512, 10], [], [], [], [], [], []]",1,2.6,0.00,2.57
